date,number_of_rides,number_of_riders,number_of_vehicles_used,median_ride_distance_meters,median_avg_speed,median_ride_duration,number_of_ready_vehicles
2019-05-13,6704,4748,1292,843.7040775290653,8.70514004515885,6.5916665,NA
2019-06-15,17628,11627,2255,945.3336777847201,7.096642932304328,8.966667,NA
2020-04-30,5976,4144,1976,1131.5831390955802,12.015043538990573,5.883333,5531
2018-11-21,3963,2939,730,0,0,6.783333,NA
2021-06-21,27020,12522,4401,1584.6745833066143,12.319308231047502,8.383333,5435
2019-01-13,1077,839,440,745.1095239445109,6.9259802582458825,7.233333,NA
2021-08-09,17039,8952,4888,1443.7985244045256,12.939806281901534,7.35,6853
2019-05-26,6085,4484,1444,641.4845476097548,5.713792014497392,7.383333,NA
2019-08-09,17393,11901,3667,867.317613551296,8.215261424126936,7.033333,5167
2018-11-17,2868,2166,552,0,0,10.25,NA
2020-08-24,11501,6621,2674,1301.406241828752,12.47316567305772,6.75,4278
2020-01-14,3726,2792,1236,1322.1353172733407,14.425577596467612,5.516667,4299
2018-08-31,60,39,15,0,0,8.391667,NA
2020-02-09,2407,1920,1146,1291.1987583465764,14.070476507137755,5.666667,2290
2020-09-29,13295,7483,3105,1260.6653658374476,12.34408483431118,6.533333,4416
2019-09-14,11362,8190,2819,840.8025856755003,8.267867943957828,6.866667,5435
2019-04-20,6502,4116,970,781.3515897362253,4.363006733094869,11.4416665,NA
2020-10-08,13700,7824,2835,1234.7491097458337,11.853424933756262,6.683333,4217
2020-10-20,10006,5790,2706,1108.6949842551926,11.933158196014293,5.883333,3688
2018-10-16,2238,1612,382,0,0,7.875,NA
2019-06-30,16954,11307,2615,951.3033351911474,7.255751707242748,9.016667,5548
2018-09-03,722,478,113,0,0,8.4416665,NA
2020-04-15,4256,2946,1514,1204.758350549751,12.18653180094838,6.216667,2766
2019-09-26,12526,8798,3117,1315.8414561695208,13.335048988745672,6.1,6475
2021-03-02,6433,3453,1706,1343.8715354334997,12.528253256450084,7.016667,2411
2020-12-19,6280,3648,1710,1114.579111682887,10.682762043908632,6.783333,2671
2019-01-19,876,697,399,611.8854851624276,5.772033138620833,7.1,NA
2021-01-24,4206,2404,1538,1166.3398479364632,11.326763769568213,6.525,2605
2018-11-07,3521,2530,573,0,0,7.033333,NA
2020-11-06,11813,6601,2265,1201.1278432151428,11.98181940430352,6.4,2815
2019-04-23,5494,3818,915,873.3219811234482,7.846264631574518,7.266667,NA
2020-04-04,3242,2391,1292,1169.4160522336842,11.601858337528958,6.3,2954
2020-03-29,2266,1688,1192,1138.6161361109803,12.100324748248976,5.833333,4036
2018-10-14,1661,1267,339,0,0,12.766667,NA
2021-04-20,10625,5566,2421,1451.3142999048632,12.88943477591664,7.333333,3074
2021-02-22,3241,1792,830,1237.0123352114983,11.615273256518812,6.716667,1090
2021-06-18,38203,18532,4894,1433.4885485347431,10.848734347066342,8.8,5535
2020-12-20,4876,2792,1534,1093.4496179161652,10.902179197618352,6.6,2664
2019-03-23,5679,3886,1003,646.9510820199731,5.013082220536238,7.866667,NA
2018-12-13,2767,2146,594,740.5801284832278,8.263171883136911,6.15,NA
2019-08-27,15146,10387,3081,896.8883711869041,9.012870296429561,6.633333,5077
2020-07-09,10622,6227,2280,1310.6947453485104,11.6661565053428,7.283333,4016
2021-06-25,16850,7443,3841,1620.904849936605,10.478564209075559,10.025,5565
2019-04-26,8002,5688,972,868.6226279856276,7.54271416642642,7.55,NA
2019-02-16,7440,5517,1892,753.1665742726418,4.548980948534076,10.333333,NA
2021-07-10,30693,14240,4605,1647.8996853568722,11.63839847568549,9.15,5788
2018-09-25,1969,1394,313,0,0,7.25,NA
2021-08-06,26638,13596,5344,1420.43373449497,12.007399841811374,7.733333,6682
2020-08-20,15492,8681,2798,1387.2628230428563,12.174932190818456,7.383333,3960
2019-02-12,3768,2772,1343,812.5280914861789,8.170162853764015,6.716667,NA
2019-08-16,18884,13080,3430,893.5767360073966,8.464456270014736,7.133333,5263
2021-02-19,2449,1306,728,1164.9978214558155,10.707882070788589,6.933333,946
2019-02-13,4312,3142,1466,802.6494004763128,7.880774063878997,7.075,NA
2021-07-07,18450,9472,3924,1415.1811589822441,12.858365532549957,7.1,5700
2021-08-28,24107,13130,5275,1305.887886240614,11.71313264996148,7.416667,7046
2018-11-12,2999,2207,540,0,0,6.816667,NA
2021-01-17,8,7,8,1003.8533485358162,8.064380448781165,7.725,2712
2019-02-09,2476,1854,934,835.9673468518079,5.670014386163924,9.225,NA
2020-09-23,14486,8178,3281,1309.0884978407094,12.428273429964198,6.766667,4893
2019-08-17,16125,11296,3144,939.034465247404,7.675412468062167,8.133333,5022
2019-03-22,5675,3896,912,687.7078127380892,7.676192513231103,5.85,NA
2021-03-10,3892,2126,1497,1240.0529506546509,11.74947408089767,6.616667,2857
2021-06-22,26869,12549,4380,1527.5108284753094,12.294680404855628,8.05,5491
2020-11-30,6737,3979,2093,1085.6371326105254,11.916732187132279,5.766667,2813
2020-12-17,7264,4208,1824,1138.7393660262624,11.472127462630322,6.266667,2682
2020-04-03,3294,2453,1254,1075.2375803377697,11.94343359145967,5.6416665,3714
2018-11-26,3405,2540,736,0,0,6.75,NA
2020-10-28,11533,6352,2603,1164.6702971801176,11.755863088523997,6.483333,3467
2020-02-21,5995,4478,1688,1331.4527290730466,14.804449808443087,5.583333,2209
2019-11-05,6942,5134,2796,1261.4735145195714,14.280852581674468,5.433333,6351
2020-09-07,12329,6800,2819,1260.739177757488,12.37007804673862,6.566667,3713
2019-03-21,4460,3090,913,724.288853003307,8.445304696581568,5.7583335,NA
2020-01-27,4331,3213,1346,1326.01683035767,14.780633876904888,5.483333,2213
2020-12-18,8952,5109,1978,1120.3515156334165,11.157621787520444,6.416667,2720
2019-08-30,20412,13942,3420,849.3638148957685,8.358095134429707,6.783333,5159
2019-10-02,8063,5998,2830,1218.9937827709484,13.744313267347028,5.4,6459
2018-10-06,1329,995,238,0,0,9.883333,NA
2019-07-14,13424,8687,3140,884.542140097933,7.322748820223386,8.316667,5917
2020-02-14,6108,4481,1661,1324.463333583592,14.215864891886092,5.766667,2157
2018-10-08,1289,982,226,0,0,6.85,NA
2020-06-15,7679,5062,2102,1238.8205661022023,11.473300956626463,6.816667,3497
2021-06-07,23704,10878,4749,1504.5664446501598,12.569389121842551,7.766667,6180
2020-05-23,4926,3390,1909,1021.541367527188,11.439897976512906,5.783333,4024
2018-11-29,3156,2377,722,0,0,6.4583335,NA
2020-07-03,14392,8948,2447,1341.230901711292,11.661405086167763,7.383333,3336
2021-06-24,25680,11664,4421,1422.0320849640734,12.003253632399897,7.75,5555
2021-08-18,17069,9530,4844,1356.362205384809,13.144882511847827,6.666667,6980
2019-05-29,10567,7754,1557,783.1978937634168,6.917439806919044,7.6,NA
2019-04-06,4053,2909,626,741.7075648667511,5.418469189450309,8.483333,NA
2020-12-15,7096,4078,1840,1169.34956895326,11.7233278746595,6.425,2669
2019-08-14,15428,10758,3358,899.595050205469,8.66891116533769,6.966667,5288
2020-10-11,8791,5074,2395,1215.7153299322595,11.636380635631696,6.816667,3834
2021-05-30,19138,9060,4528,1578.5125261189314,11.681360520162317,8.716667,5923
2020-11-18,8574,4834,2160,1242.0971755982919,12.27968432788104,6.5,2739
2021-05-26,7252,3962,2963,1092.2614454841046,12.249664318816546,5.733333,5495
2019-12-28,2640,1979,1212,1174.13682696131,13.138871398751837,5.516667,2574
2020-10-26,10116,5556,2538,1175.0104494937277,11.683256533541137,6.5,3612
2021-04-02,6391,3199,1765,1354.123045631842,12.215404824577991,7.233333,2852
2018-08-29,69,40,20,0,0,11.2,NA
2020-07-28,8775,4779,2405,1185.022087043906,11.281654449587528,6.866667,4131
2020-02-05,4495,3372,1395,1316.4935077501166,14.885747875297252,5.383333,2268
2020-06-03,9171,5965,2353,1172.4562298255892,11.288531169604877,6.566667,3719
2021-01-07,3681,1893,1362,1064.4799660773206,10.210939391138684,6.65,2930
2019-11-08,9643,7074,3381,1281.7396528934876,13.631652657370351,5.833333,6648
2019-08-03,18955,12596,3329,908.0197660504283,7.019619111370353,8.516667,4784
2019-08-28,15813,10882,3105,908.2210963398883,9.07732361167918,6.783333,4958
2020-07-27,11105,5793,2528,1302.2329247638363,10.964092576003036,7.766667,4094
2020-05-10,3709,2594,1561,1164.3728985459825,12.100291218211185,6.066667,4153
2021-02-02,1,1,1,1169.5736215553939,5.018432822369576,13.983333,2599
2021-04-21,10635,5739,2485,1387.8743500181038,13.13322393401439,6.65,3108
2021-04-22,7080,4014,2138,1154.0838696908133,12.873886677567725,5.65,3150
2020-03-08,2671,2057,1156,1166.0570190282215,12.676359162209812,5.683333,2162
2019-09-13,14329,10340,3082,881.6580612360622,9.194232568157462,6.35,6001
2018-10-12,1736,1330,294,0,0,7.608333,NA
2019-10-06,7024,5229,2841,1253.6692932302494,12.82530671028962,6.016667,5770
2018-12-05,3523,2649,713,690.9093088008264,7.817449565397849,5.983333,NA
2020-10-06,9897,5671,2515,1180.651320712705,12.257095095701569,6.15,4433
2018-10-27,3200,2259,599,0,0,8.675,NA
2020-12-09,7397,4275,1934,1161.7248199294463,11.833826261485564,6.3,2728
2020-03-21,2019,1579,863,1099.9271001518164,11.58567185025902,5.816667,1970
2020-02-08,4238,3197,1514,1254.23621536052,13.387370695323055,5.783333,2317
2020-08-14,19914,10999,2911,1403.9450632106837,11.71156592043637,7.683333,3276
2021-01-06,3909,2045,1445,1011.7966446455328,10.463679366042326,6.183333,2864
2019-09-24,9484,6821,2607,1311.5591933716903,13.587754513966148,5.9416665,6250
2020-08-31,10688,6201,2684,1208.8704445815197,12.43680810797514,6.25,4309
2019-01-10,1574,1176,507,794.6703996456297,8.624067755759542,5.983333,NA
2019-08-04,10067,6849,2768,843.9546731526249,7.785367432601443,7.533333,4791
2020-06-26,17127,10746,2651,1402.6392116265583,11.565040901312253,7.75,4154
2018-10-17,2206,1564,357,0,0,7.6,NA
2019-07-07,11515,7860,2806,848.9716415897974,7.6918768307738485,7.75,5723
2020-01-08,3802,2831,1266,1364.8771598368412,14.936376221714749,5.616667,2366
2020-09-05,16208,9095,2956,1258.5168846633164,11.40221007295283,7.166667,3673
